Address,Neighborhood,Lat,Lon,Value23,Value24,Tax23,Tax24
"2 Sea View Avenue Cape Elizabeth, ME 04107",U02,43.6323142,-70.2235824,288800,843000,6452,8998
"2 Seal Cove Lane Cape Elizabeth, ME 04107",U17,43.5685356,-70.2262847,524700,908800,11722,9997
"2 Shaw Farm Road Cape Elizabeth, ME 04107",U34,43.6276432,-70.2348515,443700,652300,9912,6900
"2 Spoondrift Lane Cape Elizabeth, ME 04107",U36,43.5774457,-70.2112364,350800,1022900,7837,10977
"2 Star Road Cape Elizabeth, ME 04107",U22,43.597466,-70.2358492,251200,629700,5612,6652
"2 State Avenue Cape Elizabeth, ME 04107",U28,43.6204834,-70.2488574,130600,467100,2918,4863
"2 Stephenson Street Cape Elizabeth, ME 04107",U29,43.6236253,-70.2439185,178200,502400,3981,5526
"2 Stirrup Road Cape Elizabeth, ME 04107",U24,43.605176,-70.2302521,485600,737400,10848,8111
"2 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6302302,-70.2215877,456900,1006800,10207,10800
"2 Strout Road Cape Elizabeth, ME 04107",R05,43.6016532,-70.2484596,239100,553900,5341,6093
"2 Summit Road Cape Elizabeth, ME 04107",U03,43.6305891,-70.2258541,504400,1462800,11268,16091
"2 Sunny Bank Road Cape Elizabeth, ME 04107",U41,43.5588309,-70.2084787,1621700,2946500,36229,32137
"2 Surf Side Avenue Cape Elizabeth, ME 04107",U12,43.5817396,-70.2059568,685400,1915700,15312,21073
"2 Sweet Fern Road Cape Elizabeth, ME 04107",U19,43.5822082,-70.2273495,213600,525100,4772,5435
"2 Tall Pine Road Cape Elizabeth, ME 04107",U23,43.5978332,-70.2359995,455900,710600,10185,7542
"2 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6089896,-70.2573767,275800,681900,6161,7226
"2 Tides Edge Road Cape Elizabeth, ME 04107",U08,43.6124215,-70.2137067,711200,1456200,15888,16018
"2 Tiger Lily Lane Cape Elizabeth, ME 04107",U59,43.5986946,-70.2605284,625600,1379900,13976,15179
"2 Todd Road Cape Elizabeth, ME 04107",U11,43.6006069,-70.2184083,564200,1047800,12604,11251
"2 Tucker Lane Cape Elizabeth, ME 04107",R03,43.5880853,-70.2072536,386000,896300,8623,9584
"2 Two Lights Terrace Cape Elizabeth, ME 04107",U15,43.5636637,-70.2022746,264300,575800,5904,6334
"2 Vernon Road Cape Elizabeth, ME 04107",U19,43.5824478,-70.2295901,194700,525500,4350,5506
"2 Wabun Road Cape Elizabeth, ME 04107",U12,43.581499,-70.210272,285200,722400,6371,7671
"2 Wainwright Drive Cape Elizabeth, ME 04107",U52,43.5930679,-70.2457746,372000,1129700,8310,12152
"2 Waterhouse Road Cape Elizabeth, ME 04107",U29,43.6202916,-70.2473624,210300,541800,4698,5613
"2 Waverly Road Cape Elizabeth, ME 04107",U04,43.628149,-70.2231433,331400,778200,7403,8219
"2 Webster Farm Road Cape Elizabeth, ME 04107",R02,43.5892466,-70.2203495,710300,1527300,15868,16800
"2 Wedgewood Road Cape Elizabeth, ME 04107",U32,43.619832,-70.233967,245200,516300,5478,5679
"2 Wheeler Road Cape Elizabeth, ME 04107",U16,43.5717175,-70.2204781,204300,757400,4564,8056
"2 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6058551,-70.2392362,233000,522300,5205,5745
"2 Windward Way Cape Elizabeth, ME 04107",U05,43.6296292,-70.2197369,2515000,4381000,56185,48191
"2 Winslow Place Cape Elizabeth, ME 04107",U30,43.611362,-70.233903,216200,357600,4830,3934
"2 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6261123,-70.2272739,335100,802000,7486,8547
"3 Albion Road Cape Elizabeth, ME 04107",U25,43.6090438,-70.2363437,364600,706900,8145,7402
"3 Apple Tree Lane Cape Elizabeth, ME 04107",U58,43.5939894,-70.2577779,750500,1570700,16766,17003
"3 Arlington Lane Cape Elizabeth, ME 04107",U23,43.5995919,-70.2313533,658800,1370300,14718,14798
"3 Autumn Tides Lane Cape Elizabeth, ME 04107",R05,43.5912794,-70.2534841,672800,1147800,15030,12235
"3 Avon Road Cape Elizabeth, ME 04107",U12,43.5808198,-70.2130357,289500,772100,6467,8493
"3 Bacchus Place Cape Elizabeth, ME 04107",R09,43.5557063,-70.2525416,5494600,9530200,122748,104282
"3 Baker Road Cape Elizabeth, ME 04107",U03,43.6298157,-70.2274713,457700,910100,10225,9736
"3 Bayberry Lane Cape Elizabeth, ME 04107",U19,43.5826387,-70.2269455,221400,531600,4946,5573
"3 Bigelow Way Cape Elizabeth, ME 04107",U12,43.5807841,-70.2110558,532300,937400,11892,10311
"3 Birch Knolls Cape Elizabeth, ME 04107",U05,43.6273578,-70.2172571,543000,1061700,12131,11679
"3 Blueberry Road Cape Elizabeth, ME 04107",U34,43.6320992,-70.2341584,264000,402700,5898,4155
"3 Bradford Road Cape Elizabeth, ME 04107",U29,43.6208113,-70.2475658,212900,541400,4756,5955
"3 Bridlepath Way Cape Elizabeth, ME 04107",U06,43.6217995,-70.2218429,349500,889100,7808,9780
"3 Canter Lane Cape Elizabeth, ME 04107",U23,43.6010183,-70.2284896,2443300,5777300,54583,63550
"3 Canterbury Way Cape Elizabeth, ME 04107",U29,43.5974391,-70.2238003,394400,804700,8811,8577
"3 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6267129,-70.2321769,254100,615000,5677,6765
"3 Carriage Hill Road Cape Elizabeth, ME 04107",U42,43.584256,-70.2140426,273900,654800,6119,7203
"3 Caydens Way Cape Elizabeth, ME 04107",U28,43.616697,-70.247084,489200,1196000,10929,13156
"3 Cedar Ledge Road Cape Elizabeth, ME 04107",U04,43.6274581,-70.2248726,326600,856300,7296,9144
"3 Chambers Road Cape Elizabeth, ME 04107",U24,43.6059889,-70.2350558,219100,550900,4895,5719
"3 Channel View Road Cape Elizabeth, ME 04107",U38,43.5739899,-70.208112,372600,909400,8324,9728
"3 Charles Road Cape Elizabeth, ME 04107",U01,43.6329272,-70.2268223,217200,748700,4852,8236
"3 Chesterwood Road Cape Elizabeth, ME 04107",U59,43.5973935,-70.2641549,536100,995400,11976,10674
"3 Cheverus Road Cape Elizabeth, ME 04107",U33,43.6223841,-70.2351217,283600,716000,6336,7876
"3 Clinton Road Cape Elizabeth, ME 04107",U24,43.6032969,-70.2337972,206800,517800,4620,5421
"3 Cragmoor Cape Elizabeth, ME 04107",U02,43.631185,-70.2211497,1311000,2539500,29288,27858
"3 Crescent Road Cape Elizabeth, ME 04107",U02,43.6335611,-70.2250404,335000,1000300,7484,10728
"3 Davis Point Lane Cape Elizabeth, ME 04107",U18,43.5744679,-70.2228006,231500,755100,5172,8306
"3 Dean Way Cape Elizabeth, ME 04107",U18,43.5750441,-70.219664,224000,606300,5004,6328
"3 Deer Run Road Cape Elizabeth, ME 04107",R05,43.5974664,-70.2493568,313100,692400,6995,7275
"3 Dermot Drive Cape Elizabeth, ME 04107",U29,43.6220356,-70.2413678,489000,852600,10924,9379
"3 Dipper Road Cape Elizabeth, ME 04107",R04,43.607957,-70.257552,277000,765700,6188,8148
"3 Dyer Pond Road Cape Elizabeth, ME 04107",U51,43.6168632,-70.2157953,746400,1355000,16675,14630
"3 Erie Road Cape Elizabeth, ME 04107",U28,43.6211199,-70.2494504,269400,592000,6018,6512
"3 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5950935,-70.2335514,149400,449200,3338,4600
"3 Fenway Road Cape Elizabeth, ME 04107",U44,43.5805121,-70.2338306,205600,510700,4593,5343
"3 Fernwood Lane Cape Elizabeth, ME 04107",U34,43.6323725,-70.2333936,396900,798300,8867,8506
"3 Fox Hill Road Cape Elizabeth, ME 04107",U24,43.6039342,-70.2307812,600200,857900,13408,9162
"3 Franklin Circle Cape Elizabeth, ME 04107",U49,43.6419467,-70.2278035,421800,901200,9423,9574
"3 Friar Lane Cape Elizabeth, ME 04107",U06,43.622195,-70.2197165,575700,1023600,12861,10985
"3 Garden Circle Cape Elizabeth, ME 04107",U05,43.627371,-70.2142003,574000,1861900,12823,20481
"3 Gladys Road Cape Elizabeth, ME 04107",U19,43.5808358,-70.2296448,408400,1066000,9124,11314
"3 Glenden Road Cape Elizabeth, ME 04107",U04,43.6255612,-70.2259372,798400,1854400,17836,19848
"3 Glos Way Cape Elizabeth, ME 04107",U49,43.6207984,-70.242123,868000,1435600,19392,15792
"3 Golden Ridge Lane Cape Elizabeth, ME 04107",U17,43.571043,-70.2231254,871800,1975600,19476,21732
"3 Gordons Lane Cape Elizabeth, ME 04107",U50,43.6176228,-70.2316065,799800,2031600,17868,21798
"3 Granite Ridge Road Cape Elizabeth, ME 04107",U50,43.6188434,-70.2271022,1288000,2253000,28774,24784
"3 Graystone Road Cape Elizabeth, ME 04107",U50,43.6157465,-70.2298309,1117200,2330000,24958,25080
"3 Great Pond Drive Cape Elizabeth, ME 04107",R06,43.5815468,-70.2327118,354400,707200,7918,7780
"3 Hampton Road Cape Elizabeth, ME 04107",U19,43.5821692,-70.2279266,501000,1122600,11192,12348
"3 Harriman Farm Road Cape Elizabeth, ME 04107",U31,43.6172284,-70.2342477,561600,1077200,12546,11629
"3 Hawthorn Road Cape Elizabeth, ME 04107",U59,43.5989791,-70.2621855,678700,1549700,15162,17047
"3 Headland Lane Cape Elizabeth, ME 04107",U49,43.619825,-70.242417,379000,684000,8467,7183
"3 Hemlock Hill Road Cape Elizabeth, ME 04107",U33,43.6251663,-70.2327544,321100,662100,7173,7283
"3 Heritage Court Cape Elizabeth, ME 04107",U56,43.5693,-70.2139984,612400,1581900,13681,17401
"3 High Bluff Road Cape Elizabeth, ME 04107",U04,43.6266055,-70.2232449,253500,710400,5663,7539
"3 High View Road Cape Elizabeth, ME 04107",U42,43.5845032,-70.2131968,286300,715000,6396,7524
"3 Hill Way Cape Elizabeth, ME 04107",U22,43.5975114,-70.231569,400100,674100,8938,7415
"3 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5744516,-70.2036178,2719800,5221300,60760,57159
"3 Ironclad Road Cape Elizabeth, ME 04107",U08,43.6154594,-70.2126358,509700,1060500,11387,11666
"3 Jewett Road Cape Elizabeth, ME 04107",U19,43.5838222,-70.229292,259700,546300,5802,5734
"3 Julie Ann Lane Cape Elizabeth, ME 04107",U11,43.5974391,-70.2238003,403900,728400,9023,7737
"3 Katahdin Road Cape Elizabeth, ME 04107",U12,43.5809146,-70.2106988,404900,803400,9045,8837
"3 Kenyon Lane Cape Elizabeth, ME 04107",U05,43.6274922,-70.2162956,1253500,2669700,28003,29367
"3 Ledgewood Lane Cape Elizabeth, ME 04107",U36,43.5758061,-70.2118321,425600,1152400,9508,12335
"3 Leighton Farm Road Cape Elizabeth, ME 04107",R05,43.594266,-70.252915,117300,264700,2620,2912
"3 Lindenwood Road Cape Elizabeth, ME 04107",U04,43.6279566,-70.2235437,392700,1036900,8773,11131
"3 Locksley Road Cape Elizabeth, ME 04107",U06,43.621713,-70.2223823,334100,792700,7464,8379
"3 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.5953112,-70.2362445,192900,470800,4309,4904
"3 Manter Street Cape Elizabeth, ME 04107",U33,43.6259892,-70.2340869,333500,779400,7450,8298
"3 Maple Lane Cape Elizabeth, ME 04107",U23,43.6002909,-70.2334153,222600,555700,4973,5838
"3 Masefield Terrace Cape Elizabeth, ME 04107",U38,43.5711442,-70.2058488,557400,1276900,12452,14046
"3 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6221591,-70.2373878,261700,595200,5846,6272
"3 Meadow Way Cape Elizabeth, ME 04107",U21,43.5941342,-70.2356083,174400,450500,3896,4681
"3 Meadowview Lane Cape Elizabeth, ME 04107",U31,43.6161285,-70.2328632,444300,874900,9926,9349
"3 Misty Lane Cape Elizabeth, ME 04107",U36,43.5769041,-70.2121994,286500,829400,6400,8848
"3 Mountain View Road Cape Elizabeth, ME 04107",U03,43.6320163,-70.225018,408500,893800,9126,9557
"3 Oak Knoll Road Cape Elizabeth, ME 04107",U13,43.5871642,-70.2052885,1455400,3401500,32514,37142
"3 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6293291,-70.2216943,668500,1634500,14934,17980
"3 Oakview Drive Cape Elizabeth, ME 04107",U25,43.607799,-70.236488,146900,334700,3282,3407
"3 Oakwood Road Cape Elizabeth, ME 04107",U24,43.6049564,-70.2340895,247100,528700,5520,5816
"3 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.5685388,-70.2237015,300000,654600,6702,6926
"3 Ocean House Road Cape Elizabeth, ME 04107",U28,43.6216743,-70.2492959,315600,934200,7050,9594
"3 Odyssey Lane Cape Elizabeth, ME 04107",R09,43.5942314,-70.2398165,4400,4800,98,52
"3 Olde Colony Lane Cape Elizabeth, ME 04107",U09,43.6083252,-70.2179224,442500,999000,9885,10714
"3 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.6231758,-70.2175675,553600,1031700,12367,11074
"3 Patricia Drive Cape Elizabeth, ME 04107",U35,43.5955391,-70.2403949,152500,497900,3407,5136
"3 Peabbles Cove Road Cape Elizabeth, ME 04107",U42,43.5834378,-70.2157133,507400,1008800,11335,10822
"3 Peabbles Point Lane Cape Elizabeth, ME 04107",R03,43.5880031,-70.2056715,389100,1534100,8692,16600
"3 Penwood Circle Cape Elizabeth, ME 04107",U35,43.5971412,-70.2399068,233100,521500,5207,5462
"3 Peppergrass Road Cape Elizabeth, ME 04107",U60,43.5997534,-70.2552328,758400,1537300,16943,16635
"3 Phantom Farm Road Cape Elizabeth, ME 04107",R03,43.5747344,-70.2161809,914300,1744400,20425,18913
"3 Pheasant Hill Road Cape Elizabeth, ME 04107",R04,43.6026534,-70.2476084,373500,629000,8344,6644
"3 Pilot Point Road Cape Elizabeth, ME 04107",U12,43.5790753,-70.2106638,335700,721900,7500,7941
"3 Pine Point Road Cape Elizabeth, ME 04107",U35,43.5992987,-70.2378897,297100,589500,6637,6210
"3 Pleasant Avenue Cape Elizabeth, ME 04107",U27,43.6112472,-70.2496794,266200,536100,5947,5897
"3 Point Road Cape Elizabeth, ME 04107",U08,43.6102309,-70.2138344,1416200,2774100,31638,30240
"3 Pond View Road Cape Elizabeth, ME 04107",U18,43.5756295,-70.2221503,257700,632000,5757,6677
"3 Ram Light Lane Cape Elizabeth, ME 04107",R03,43.5880425,-70.2085477,618000,1281600,13806,13823
"3 Ramble Road Cape Elizabeth, ME 04107",U23,43.5990791,-70.2326014,241400,575500,5393,5990
"3 Reef Road Cape Elizabeth, ME 04107",U12,43.5840952,-70.2076633,308100,657500,6883,6958
"3 Roberts Lane Cape Elizabeth, ME 04107",U08,43.6114427,-70.2136562,622800,1452900,13913,15707
"3 Robinhood Road Cape Elizabeth, ME 04107",U06,43.6231007,-70.2198986,585300,1074400,13076,11818
"3 Rock Wall Lane Cape Elizabeth, ME 04107",U04,43.6250764,-70.2272242,299500,748100,6691,7954
"3 Rocky Hill Road Cape Elizabeth, ME 04107",U04,43.6256607,-70.2209493,407500,974500,9104,10445
"3 Rocky Point Lane Cape Elizabeth, ME 04107",U14,43.5696943,-70.2021258,302900,504100,6767,5545
"3 Roundabout Lane Cape Elizabeth, ME 04107",U36,43.5753324,-70.2091328,805600,1294000,17997,13959
"3 Running Tide Road Cape Elizabeth, ME 04107",U38,43.5694577,-70.2059473,589400,1365900,13167,14750
"3 Russet Lane Cape Elizabeth, ME 04107",U35,43.596344,-70.2373023,199900,485200,4466,5337
"3 Salt Spray Lane Cape Elizabeth, ME 04107",U36,43.5773102,-70.2092855,463300,1080500,10350,11611
"3 Seal Cove Lane Cape Elizabeth, ME 04107",U17,43.5689971,-70.2264192,317100,673200,7084,7130
"3 Shaw Farm Road Cape Elizabeth, ME 04107",U34,43.6283481,-70.2350732,512200,904600,11443,9676
"3 Silva Drive Cape Elizabeth, ME 04107",U46,43.6010067,-70.265318,231300,501000,5167,5511
"3 Singles Road Cape Elizabeth, ME 04107",U08,43.6146184,-70.2120155,2495700,4879200,55754,53671
"3 South Street Cape Elizabeth, ME 04107",U29,43.6232833,-70.2428057,297700,725100,6651,7701
"3 Spoondrift Lane Cape Elizabeth, ME 04107",U36,43.5780079,-70.2118534,458300,1064400,10238,11433
"3 Spruce Lane Cape Elizabeth, ME 04107",U36,43.5763625,-70.2139764,378100,1078800,8447,11867
"3 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5912886,-70.2444068,184400,323700,4119,3561
"3 Steeplebush Road Cape Elizabeth, ME 04107",U58,43.5941611,-70.2550089,475300,1006000,10618,10791
"3 Stephenson Street Cape Elizabeth, ME 04107",U29,43.6233919,-70.2433841,208800,508000,4665,5313
"3 Sweet Fern Road Cape Elizabeth, ME 04107",U19,43.581811,-70.227257,291900,578400,6521,6087
"3 Sweetsir Road Cape Elizabeth, ME 04107",U19,43.583175,-70.2325317,536500,845400,11985,9024
"3 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6093912,-70.2573459,269100,753700,6012,7950
"3 Thompson Road Cape Elizabeth, ME 04107",U10,43.5887691,-70.2356288,596600,1289100,13328,13905
"3 Todd Road Cape Elizabeth, ME 04107",U10,43.6009521,-70.2182861,320900,787300,7169,8385
"3 Tucker Lane Cape Elizabeth, ME 04107",R03,43.5880485,-70.2076888,265900,887200,5940,9484
"3 Two Lights Road Cape Elizabeth, ME 04107",U18,43.5726923,-70.2203953,212000,562300,4736,5910
"3 Village Lane Cape Elizabeth, ME 04107",U45,43.5934737,-70.2428532,371200,705200,8293,7482
"3 Wabun Road Cape Elizabeth, ME 04107",U12,43.5814324,-70.2091583,294300,678100,6575,7184
"3 Wainwright Drive Cape Elizabeth, ME 04107",U52,43.5935798,-70.2467928,509700,1154100,11387,12420
"3 Warbler Drive Cape Elizabeth, ME 04107",R04,43.6088973,-70.2595722,308100,782600,6883,8334
"3 Waterhouse Road Cape Elizabeth, ME 04107",U29,43.6200103,-70.2470032,234500,532200,5239,5579
"3 Wentworth Road Cape Elizabeth, ME 04107",U18,43.5765483,-70.2220963,316000,712700,7059,7565
"3 Westfield Road Cape Elizabeth, ME 04107",U42,43.5823267,-70.2167019,217800,505300,4866,5558
"3 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6058217,-70.2395039,262200,555500,5858,5836
"3 Wilton Lane Cape Elizabeth, ME 04107",U28,43.6190255,-70.2512581,222000,491400,4959,5405
"3 Winding Way Cape Elizabeth, ME 04107",U38,43.569871,-70.2080989,431700,885300,9644,9463
"3 Winslow Place Cape Elizabeth, ME 04107",U30,43.611455,-70.233864,242400,385500,5415,4241
"3 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6264829,-70.2279084,431200,865200,9633,9242
"3 Young Lane Cape Elizabeth, ME 04107",R04,43.6077543,-70.27007,250200,632700,5589,6685
"4 Abaco Drive Cape Elizabeth, ME 04107",U33,43.6256841,-70.2285203,469200,1128400,10482,12412
"4 Algonquin Road Cape Elizabeth, ME 04107",U12,43.5797889,-70.2108193,352100,891600,7866,9533
"4 Ann Arbor Drive Cape Elizabeth, ME 04107",U32,43.6191174,-70.237253,492500,915800,11002,10074
"4 Apple Tree Lane Cape Elizabeth, ME 04107",U58,43.5937724,-70.2569373,587400,1101200,13123,11838
"4 Arlington Lane Cape Elizabeth, ME 04107",U23,43.6003771,-70.2311179,710300,1094000,15868,11759
"4 Atlantic Place Cape Elizabeth, ME 04107",U12,43.5788933,-70.2081795,1936600,3693200,43264,40625
"4 Autumn Tides Lane Cape Elizabeth, ME 04107",R05,43.5915944,-70.252511,266700,512600,5958,5639
"4 Avon Road Cape Elizabeth, ME 04107",U12,43.58079,-70.212253,319600,704900,7140,7479
"4 Baker Road Cape Elizabeth, ME 04107",U03,43.6296686,-70.2279463,439500,908500,9818,9719
"4 Balsam Road Cape Elizabeth, ME 04107",U15,43.565035,-70.203099,156200,527400,3490,5801
"4 Bayberry Lane Cape Elizabeth, ME 04107",U19,43.5829988,-70.2270099,232400,540200,5192,5942
"4 Beacon Lane Cape Elizabeth, ME 04107",U15,43.5646981,-70.2024521,765700,1083100,17106,11639
"4 Belfield Road Cape Elizabeth, ME 04107",U30,43.6130537,-70.2294812,557100,1074700,12446,11547
"4 Berman Road Cape Elizabeth, ME 04107",U19,43.5830539,-70.2300893,210100,534800,4694,5883
"4 Beverly Terrace Cape Elizabeth, ME 04107",U28,43.6380217,-70.2389487,199900,504200,4466,5546
"4 Birch Knolls Cape Elizabeth, ME 04107",U05,43.6278141,-70.2175868,762700,2155800,17039,23439
"4 Blueberry Road Cape Elizabeth, ME 04107",U34,43.6323968,-70.2344372,369700,802700,8259,8555
"4 Boathouse Lane Cape Elizabeth, ME 04107",R03,43.5883335,-70.2089382,413700,1494300,9242,16437
"4 Bradford Road Cape Elizabeth, ME 04107",U29,43.6205201,-70.2477677,182600,508300,4079,5591
"4 Bridlepath Way Cape Elizabeth, ME 04107",U06,43.6221026,-70.2219462,391400,831600,8744,8873
"4 Broad Cove Road Cape Elizabeth, ME 04107",U18,43.573937,-70.21932,180300,631300,4028,6944
"4 Brook Road Cape Elizabeth, ME 04107",U14,43.5679287,-70.201706,440700,1043300,9845,11476
"4 Canterbury Way Cape Elizabeth, ME 04107",U29,43.5989238,-70.2237424,395600,807400,8838,8606
"4 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6268439,-70.2321976,249600,523100,5576,5754
"4 Cardinal Lane Cape Elizabeth, ME 04107",R05,43.5959294,-70.2595098,152600,315100,3409,3466
"4 Carriage Hill Road Cape Elizabeth, ME 04107",U42,43.5837072,-70.2140867,286300,683300,6396,7120
"4 Channel View Road Cape Elizabeth, ME 04107",U38,43.573676,-70.2073848,364400,1313400,8141,14447
"4 Charles Road Cape Elizabeth, ME 04107",U01,43.6326494,-70.2266418,243300,787800,5435,8325
"4 Cherry Circle Cape Elizabeth, ME 04107",U35,43.5964558,-70.2383341,252300,623600,5636,6585
"4 Chimney Rock Road Cape Elizabeth, ME 04107",U08,43.6137238,-70.211958,1970300,4197800,44017,46176
"4 City View Road Cape Elizabeth, ME 04107",U03,43.6303087,-70.2268024,400900,969800,8956,10393
"4 Clinton Road Cape Elizabeth, ME 04107",U24,43.6040323,-70.2343462,354500,737400,7920,8111
"4 Cole Field Cape Elizabeth, ME 04107",U53,43.5999291,-70.2664979,496800,1131700,11099,12174
"4 Cottage Farms Road Cape Elizabeth, ME 04107",U03,43.6324263,-70.2248497,294800,883000,6586,9438
"4 Cottage Lane Cape Elizabeth, ME 04107",U05,43.6268806,-70.2165452,627400,1290200,14016,13917
"4 Cove View Road Cape Elizabeth, ME 04107",U56,43.570264,-70.2126082,628400,1603400,14038,17277
"4 Crescent Road Cape Elizabeth, ME 04107",U02,43.6335424,-70.2246005,297600,735100,6648,7811
"4 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5686966,-70.2218171,367100,697900,8201,7677
"4 Dean Way Cape Elizabeth, ME 04107",U18,43.5753941,-70.2195991,280900,731300,6275,7769
"4 Dermot Drive Cape Elizabeth, ME 04107",U29,43.6224574,-70.2415614,422400,866900,9436,9261
"4 Dipper Road Cape Elizabeth, ME 04107",R04,43.6082901,-70.2572135,298700,777700,6673,8555
"4 Dyer Lane Cape Elizabeth, ME 04107",U15,43.5631263,-70.2012718,347100,1055500,7754,11611
"4 Dyer Pond Road Cape Elizabeth, ME 04107",U51,43.6191609,-70.2179177,807000,1520900,18028,16455
"4 Eastfield Road Cape Elizabeth, ME 04107",U42,43.5827322,-70.2153909,247300,667200,5525,7039
"4 Edgecomb Way Cape Elizabeth, ME 04107",U26,43.6149285,-70.2455388,81500,294700,1821,3242
